"local.anomaly","resid","res.color","res.color2"
-0.4650401,-0.0606773884163716,"#FFD500FF","#FFD500FF"
-2.149039,-0.0409685677973859,"#FFD500FF","#FFD500FF"
-1.683911,0.318979192646901,"#FFD500FF","#FFD500FF"
-3.582397,-0.161894976753439,"#FFD500FF","#FFD500FF"
-3.854691,0.610089130966405,"#FFD500FF","#FFD500FF"
0.9547422,0.0304917029910706,"#FFD500FF","#FFD500FF"
-5.362023,-0.188120343956474,"#FFD500FF","#FFD500FF"
-0.3942172,0.606053235969719,"#FFD500FF","#FFD500FF"
0.6095728,-1.57025288931606,"#FFD500FF","#FFD500FF"
1.865902,0.400114216395548,"#FFD500FF","#FFD500FF"
2.136989,0.112736700355661,"#FFD500FF","#FFD500FF"
1.84439,-0.367797576753884,"#FFD500FF","#FFD500FF"
2.437205,-0.0123282743337972,"#FFAA00FF","#FFD500FF"
